account_id,product_id,date_id,quantity
1236,223,2023-02-02,19
1058,258,2023-02-24,16
1002,299,2023-03-15,20
1032,245,2023-03-28,17
1279,245,2023-03-03,11
1246,218,2023-03-23,11
1313,206,2023-03-28,18
1381,269,2023-03-30,17
1406,208,2023-03-25,17
1106,247,2023-03-26,14
1012,273,2023-03-30,20
1255,245,2023-03-31,19
1109,235,2023-03-13,14
1246,209,2023-03-25,18
1251,295,2023-03-13,18
1481,280,2023-03-18,19
1255,291,2023-03-13,20
1231,222,2023-03-11,11
1197,223,2023-03-06,16
1364,211,2023-03-09,14
1468,287,2023-03-04,19
1138,295,2023-03-02,17
1222,248,2023-03-27,12
1105,251,2023-03-13,16
1097,249,2023-03-12,15
1293,277,2023-03-17,15
1471,208,2023-03-24,20
1192,214,2023-03-06,15
1158,292,2023-03-04,13
1175,275,2023-03-04,11
1042,282,2023-03-22,15
1431,290,2023-03-06,19
1196,278,2023-03-16,18
1398,200,2023-03-20,19
1064,211,2023-03-14,12
1156,210,2023-03-12,15
1123,290,2023-03-15,12
1129,267,2023-03-01,20
1278,279,2023-03-08,19
1431,230,2023-03-02,15
1418,266,2023-03-03,17
1231,218,2023-03-02,18
1318,250,2023-03-13,14
1128,278,2023-03-04,16
1380,234,2023-03-18,16
1051,260,2023-03-09,19
1240,239,2023-03-20,14
1025,233,2023-03-01,20
1143,201,2023-03-12,13
1281,260,2023-03-08,20
1323,244,2023-03-05,19
1330,227,2023-03-28,20
1196,225,2023-03-02,14
1253,275,2023-03-07,16
1028,298,2023-03-28,13
1271,296,2023-03-06,15
1243,228,2023-03-23,17
1311,223,2023-03-23,19
1330,268,2023-03-08,14
1494,224,2023-03-09,18
1391,262,2023-03-27,18
1242,272,2023-03-08,13
1069,227,2023-03-27,17
1364,264,2023-03-18,15
1032,211,2023-03-22,12
1346,297,2023-03-02,20
1179,256,2023-03-19,11
1430,231,2023-03-10,17
1209,219,2023-03-29,14
1121,243,2023-03-16,13
1463,282,2023-03-23,11
1047,278,2023-03-24,15
1218,236,2023-03-28,15
1437,263,2023-03-22,11
1417,237,2023-03-31,13
1468,245,2023-03-11,12
1134,286,2023-03-01,19
1482,251,2023-03-14,18
1061,205,2023-03-13,20
1318,275,2023-03-10,20
1137,202,2023-03-29,14
1398,259,2023-03-26,12
1482,200,2023-03-26,20
1228,207,2023-03-19,19
1073,244,2023-03-20,13
1415,210,2023-03-07,16
1044,223,2023-03-25,20
1072,293,2023-03-01,19
1096,267,2023-03-05,16
1426,285,2023-03-21,13
1103,202,2023-03-23,20
1393,215,2023-03-24,13
1385,205,2023-03-04,18
1369,282,2023-03-16,14
1149,219,2023-03-16,17
1295,258,2023-03-30,19
1387,240,2023-03-30,16
1175,222,2023-03-15,13
1190,252,2023-03-10,18
1216,204,2023-03-21,14
1396,269,2023-03-05,16
1365,222,2023-03-02,17
1498,288,2023-03-04,18
1460,214,2023-03-22,12
1279,291,2023-03-12,17
1019,222,2023-03-06,13
1210,246,2023-03-22,19
1418,205,2023-03-15,15
1006,296,2023-03-29,15
1062,289,2023-04-07,15
1330,208,2023-04-19,17
1173,259,2023-04-13,20
1331,225,2023-04-06,12
1044,268,2023-04-20,11
1137,295,2023-04-24,18
1165,250,2023-04-13,19
1383,261,2023-04-23,19
1267,228,2023-04-28,19
1292,296,2023-04-22,20
1417,210,2023-04-08,16
1249,222,2023-04-07,11
1284,232,2023-04-24,15
1121,222,2023-04-11,14
1330,231,2023-04-07,15
1378,246,2023-04-27,18
1488,252,2023-04-20,17
1487,298,2023-04-15,18
1231,259,2023-04-05,17
1099,270,2023-04-04,19
1386,226,2023-04-01,17
1379,214,2023-04-20,11
1143,223,2023-04-23,13
1317,213,2023-04-17,20
1031,209,2023-04-13,18
1120,251,2023-04-06,12
1243,292,2023-04-23,13
1135,253,2023-04-05,13
1032,292,2023-04-26,16
1005,261,2023-04-13,11
1252,292,2023-04-30,13
1091,227,2023-04-09,15
1112,238,2023-04-18,12
1052,236,2023-04-03,18
1106,215,2023-04-21,15
1232,267,2023-04-05,16
1147,222,2023-04-13,13
1485,285,2023-04-26,12
1092,253,2023-04-19,15
1131,256,2023-04-27,19
1427,283,2023-04-09,15
1423,210,2023-04-26,13
1246,285,2023-04-07,18
1271,204,2023-04-28,17
1449,267,2023-04-08,19
1077,286,2023-04-20,14
1487,214,2023-04-25,11
1493,237,2023-04-26,13
1192,273,2023-04-03,12
1167,284,2023-04-22,15
1356,286,2023-04-25,16
1442,299,2023-04-09,18
1402,279,2023-04-30,14
1175,248,2023-04-27,11
1098,263,2023-04-30,15
1276,225,2023-04-29,18
1127,252,2023-04-24,13
1418,232,2023-04-30,16
1220,287,2023-04-23,17
1309,241,2023-04-15,13
1378,294,2023-04-10,13
1222,224,2023-04-27,15
1342,227,2023-04-05,14
1228,211,2023-04-09,17
1218,276,2023-04-23,13
1129,297,2023-04-14,16
1347,237,2023-04-15,17
1190,259,2023-04-17,20
1388,218,2023-04-17,13
1149,280,2023-04-03,13
1450,202,2023-04-14,14
1096,203,2023-04-16,18
1497,259,2023-04-12,18
1407,226,2023-04-12,16
1468,235,2023-04-20,14
1492,260,2023-04-05,17
1380,267,2023-04-08,15
1096,269,2023-04-20,11
1390,215,2023-04-16,19
1009,298,2023-04-23,18
1379,278,2023-04-25,13
1276,247,2023-04-02,11
1004,232,2023-04-20,12
1031,224,2023-04-02,12
1165,243,2023-04-23,15
1056,259,2023-04-04,19
1389,220,2023-04-17,12
1498,267,2023-04-27,12
1400,222,2023-04-14,19
1245,222,2023-05-29,12
1202,206,2023-05-24,19
1343,264,2023-05-08,15
1071,291,2023-05-12,19
1204,222,2023-05-14,17
1329,227,2023-05-19,16
1291,277,2023-05-25,13
1411,277,2023-05-05,11
1467,223,2023-05-22,13
1184,292,2023-05-03,19
1080,291,2023-05-22,15
1363,260,2023-05-29,20
1261,262,2023-05-06,20
1410,279,2023-05-19,11
1029,231,2023-05-04,14
1274,286,2023-05-09,19
1491,205,2023-05-01,14
1480,245,2023-05-22,14
1034,226,2023-05-05,16
1286,200,2023-05-29,18
1122,213,2023-05-31,18
1292,221,2023-05-16,13
1351,226,2023-05-09,15
1410,298,2023-05-30,14
1081,261,2023-05-20,14
1086,258,2023-05-31,16
1283,226,2023-05-23,12
1403,229,2023-05-10,16
1374,285,2023-05-29,20
1470,240,2023-05-08,18
1450,279,2023-05-31,13
1330,294,2023-05-22,11
1199,265,2023-05-21,18
1094,244,2023-05-02,20
1301,237,2023-05-17,11
1200,262,2023-05-26,11
1012,269,2023-05-26,12
1420,248,2023-05-23,17
1086,222,2023-05-11,11
1324,245,2023-05-28,13
1109,245,2023-05-28,17
1490,224,2023-05-11,15
1327,255,2023-05-24,12
1186,207,2023-05-20,15
1300,215,2023-05-14,17
1355,260,2023-05-04,18
1319,288,2023-05-25,13
1166,221,2023-05-19,15
1066,234,2023-05-23,14
1475,243,2023-05-20,11
1175,243,2023-05-22,16
1468,287,2023-05-04,19
1445,289,2023-05-10,12
1435,225,2023-05-06,11
1174,231,2023-05-22,20
1173,221,2023-05-15,11
1175,205,2023-05-19,14
1044,232,2023-05-19,13
1274,290,2023-05-13,17
1225,208,2023-05-14,12
1291,215,2023-05-08,13
1375,204,2023-05-02,19
1103,292,2023-05-31,19
1319,278,2023-05-20,12
1097,260,2023-05-20,11
1084,287,2023-05-07,16
1412,274,2023-05-13,13
1033,249,2023-05-04,19
1050,254,2023-05-01,12
1346,295,2023-05-16,14
1273,271,2023-05-14,20
1308,254,2023-05-07,11
1393,267,2023-05-17,14
1321,212,2023-05-22,16
1088,223,2023-05-26,15
1214,213,2023-05-02,19
1141,256,2023-05-19,19
1253,214,2023-05-17,13
1419,209,2023-05-22,17
1239,295,2023-05-15,17
1229,257,2023-05-23,16
1135,293,2023-05-20,20
1474,249,2023-05-09,18
1033,241,2023-05-05,19
1177,211,2023-05-28,18
1159,207,2023-05-15,14
1462,237,2023-05-25,14
1180,275,2023-05-27,19
1462,243,2023-05-04,13
1114,273,2023-05-10,17
1222,236,2023-05-28,19
1102,295,2023-05-02,17
1076,299,2023-05-01,11
1172,252,2023-05-02,11
1299,282,2023-05-24,16
1423,292,2023-05-29,13
1492,291,2023-05-21,16
1411,296,2023-05-23,17
1332,248,2023-05-04,20
1434,267,2023-05-20,18
1278,256,2023-05-17,20
1488,226,2023-06-17,14
1062,229,2023-06-11,20
1129,219,2023-06-14,18
1432,254,2023-06-01,14
1193,258,2023-06-17,19
1150,252,2023-06-23,16
1479,210,2023-06-06,12
1478,258,2023-06-06,11
1151,221,2023-06-26,17
1417,283,2023-06-24,12
1068,222,2023-06-17,16
1417,280,2023-06-07,11
1159,283,2023-06-22,16
1316,287,2023-06-28,17
1062,229,2023-06-06,17
1097,202,2023-06-01,12
1277,292,2023-06-23,20
1135,299,2023-06-12,13
1463,235,2023-06-22,12
1256,215,2023-06-06,14
1041,267,2023-06-24,17
1032,278,2023-06-18,17
1077,284,2023-06-19,12
1226,265,2023-06-08,14
1402,240,2023-06-15,14
1213,235,2023-06-27,19
1095,260,2023-06-05,12
1027,276,2023-06-01,19
1322,292,2023-06-14,16
1015,271,2023-06-26,14
1467,263,2023-06-17,15
1175,231,2023-06-25,17
1391,288,2023-06-01,16
1125,256,2023-06-17,14
1495,284,2023-06-17,11
1140,272,2023-06-14,19
1112,289,2023-06-28,20
1245,291,2023-06-03,17
1370,232,2023-06-18,18
1115,202,2023-06-20,16
1277,228,2023-06-14,16
1068,200,2023-06-30,15
1199,252,2023-06-14,19
1107,258,2023-06-03,18
1488,292,2023-06-15,15
1376,263,2023-06-24,12
1196,219,2023-06-06,15
1174,250,2023-06-16,19
1148,297,2023-06-13,17
1430,234,2023-06-25,13
1248,263,2023-06-01,17
1396,246,2023-06-26,12
1289,257,2023-06-04,15
1224,259,2023-06-14,14
1489,299,2023-06-04,14
1106,242,2023-06-03,17
1246,236,2023-06-05,17
1026,252,2023-06-03,19
1478,238,2023-06-09,14
1151,288,2023-06-01,13
1235,241,2023-06-06,17
1352,249,2023-06-26,19
1350,256,2023-06-21,13
1122,298,2023-06-28,13
1357,203,2023-06-18,14
1465,259,2023-06-04,19
1262,229,2023-06-17,14
1062,276,2023-06-24,12
1034,288,2023-06-27,12
1213,292,2023-06-15,11
1034,258,2023-06-16,12
1488,265,2023-06-15,11
1158,206,2023-06-16,20
1431,245,2023-06-26,14
1116,227,2023-06-29,20
1424,234,2023-06-26,13
1437,268,2023-06-01,20
1139,252,2023-06-16,17
1186,261,2023-06-10,12
1053,228,2023-06-14,20
1074,247,2023-06-09,11
1441,212,2023-06-11,15
1179,212,2023-06-14,13
1388,293,2023-06-27,15
1204,244,2023-06-30,16
1106,283,2023-06-07,16
1182,281,2023-06-16,11
1398,283,2023-07-04,17
1425,242,2023-07-23,20
1130,288,2023-07-13,14
1424,258,2023-07-22,18
1084,296,2023-07-26,11
1044,283,2023-07-04,18
1325,297,2023-07-31,13
1164,220,2023-07-15,13
1158,238,2023-07-18,14
1276,240,2023-07-23,12
1097,255,2023-07-29,18
1146,256,2023-07-06,16
1373,254,2023-07-13,16
1148,228,2023-07-17,17
1458,277,2023-07-05,19
1401,220,2023-07-27,20
1326,241,2023-07-04,14
1101,271,2023-07-16,18
1084,255,2023-07-25,13
1064,267,2023-07-03,12
1127,210,2023-07-02,17
1211,252,2023-07-16,13
1473,214,2023-07-29,18
1107,225,2023-07-24,19
1403,244,2023-07-08,15
1385,279,2023-07-27,16
1054,249,2023-07-28,13
1330,258,2023-07-20,18
1497,291,2023-07-02,16
1116,297,2023-07-06,15
1300,200,2023-07-28,20
1248,203,2023-07-20,12
1275,217,2023-07-14,12
1362,267,2023-07-17,14
1048,239,2023-07-15,13
1053,267,2023-07-21,19
1407,264,2023-07-10,12
1430,246,2023-07-30,18
1443,268,2023-07-26,12
1186,268,2023-07-30,14
1134,209,2023-07-31,14
1218,279,2023-07-16,14
1205,296,2023-07-04,11
1132,217,2023-07-02,13
1239,233,2023-07-31,16
1430,274,2023-07-13,19
1331,236,2023-07-27,13
1396,278,2023-07-13,18
1467,206,2023-07-27,17
1461,230,2023-07-08,17
1358,284,2023-07-12,11
1356,274,2023-07-04,16
1348,260,2023-07-10,14
1391,297,2023-07-24,18
1394,225,2023-07-19,16
1020,269,2023-07-11,12
1494,263,2023-07-01,19
1208,222,2023-07-20,19
1233,242,2023-07-03,12
1499,293,2023-07-22,17
1009,214,2023-07-23,16
1034,202,2023-07-02,15
1313,210,2023-07-16,14
1073,236,2023-07-03,16
1356,277,2023-07-20,14
1441,233,2023-07-26,18
1476,287,2023-07-11,13
1127,213,2023-07-06,18
1187,257,2023-07-18,12
1143,227,2023-07-17,20
1363,249,2023-07-29,14
1064,261,2023-07-07,20
1189,297,2023-07-05,12
1155,241,2023-07-25,12
1161,219,2023-07-10,15
1323,207,2023-07-15,17
1364,212,2023-07-03,13
1495,270,2023-07-03,12
1418,222,2023-07-13,13
1300,274,2023-07-03,20
1052,284,2023-07-25,16
1435,222,2023-07-22,20
1473,264,2023-07-30,13
1276,210,2023-07-21,16
1382,201,2023-07-31,14
1280,203,2023-07-07,15
1234,201,2023-07-17,17
1154,289,2023-07-24,14
1126,279,2023-07-05,12
1115,207,2023-07-24,12
1109,257,2023-07-15,17
1145,259,2023-07-12,16
1152,240,2023-07-15,11
1116,236,2023-07-29,11
1326,229,2023-08-13,17
1127,253,2023-08-28,13
1407,216,2023-08-08,18
1142,283,2023-08-23,18
1232,278,2023-08-23,16
1292,230,2023-08-17,19
1403,210,2023-08-21,20
1161,238,2023-08-07,15
1318,260,2023-08-01,12
1380,295,2023-08-27,17
1366,262,2023-08-16,17
1106,202,2023-08-02,19
1457,244,2023-08-24,13
1052,233,2023-08-18,19
1121,212,2023-08-31,12
1189,273,2023-08-16,19
1150,273,2023-08-19,17
1225,251,2023-08-31,20
1294,292,2023-08-22,14
1044,274,2023-08-08,12
1440,283,2023-08-26,12
1237,228,2023-08-24,17
1330,222,2023-08-26,16
1001,286,2023-08-02,15
1018,212,2023-08-26,13
1257,289,2023-08-16,11
1202,205,2023-08-25,13
1322,201,2023-08-23,18
1118,291,2023-08-22,17
1463,296,2023-08-30,18
1209,250,2023-08-31,19
1381,222,2023-08-20,19
1115,274,2023-08-10,13
1266,207,2023-08-06,16
1309,215,2023-08-12,14
1296,213,2023-08-01,14
1019,222,2023-08-21,20
1482,236,2023-08-30,13
1266,250,2023-08-30,11
1057,232,2023-08-21,19
1475,241,2023-08-07,12
1204,276,2023-08-05,11
1041,260,2023-08-24,15
1266,245,2023-08-13,12
1402,228,2023-08-01,19
1196,208,2023-08-07,16
1150,204,2023-08-02,18
1095,204,2023-08-10,18
1187,280,2023-08-15,13
1270,235,2023-08-25,16
1182,258,2023-08-20,12
1468,212,2023-08-06,14
1251,282,2023-08-08,15
1431,245,2023-08-18,16
1170,212,2023-08-25,12
1495,296,2023-08-09,11
1075,229,2023-08-06,14
1405,215,2023-08-29,18
1220,256,2023-08-15,16
1174,215,2023-08-14,15
1479,275,2023-08-03,18
1497,204,2023-08-31,13
1371,252,2023-08-16,20
1398,222,2023-08-26,17
1384,215,2023-08-28,19
1101,291,2023-08-07,16
1051,244,2023-08-26,19
1015,286,2023-08-19,14
1044,241,2023-08-12,13
1190,282,2023-08-21,20
1407,226,2023-08-29,15
1054,235,2023-08-02,16
1122,283,2023-08-13,20
1221,285,2023-08-28,17
1038,221,2023-08-25,18
1019,285,2023-09-17,15
1496,263,2023-09-23,11
1227,217,2023-09-11,20
1328,297,2023-09-29,17
1320,268,2023-09-04,20
1001,223,2023-09-01,11
1329,280,2023-09-30,13
1499,233,2023-09-06,20
1079,232,2023-09-22,19
1450,222,2023-09-29,13
1487,233,2023-09-29,15
1331,260,2023-09-25,16
1489,222,2023-09-06,16
1331,266,2023-09-28,14
1073,211,2023-09-25,15
1034,219,2023-09-11,15
1219,276,2023-09-09,17
1468,201,2023-09-13,13
1083,240,2023-09-11,12
1232,277,2023-09-05,17
1425,284,2023-09-19,19
1303,212,2023-09-09,18
1062,253,2023-09-22,12
1125,222,2023-09-04,17
1206,296,2023-09-28,17
1147,202,2023-09-13,11
1013,241,2023-09-10,17
1103,257,2023-09-13,14
1010,267,2023-09-25,12
1137,242,2023-09-04,15
1122,236,2023-09-23,19
1188,234,2023-09-23,12
1460,270,2023-09-13,13
1181,219,2023-09-21,13
1058,292,2023-09-10,20
1205,262,2023-09-24,19
1208,254,2023-09-17,18
1067,294,2023-09-17,15
1145,240,2023-09-18,17
1246,244,2023-09-26,18
1101,248,2023-09-12,18
1037,288,2023-09-22,20
1476,218,2023-09-28,13
1113,229,2023-09-22,11
1024,215,2023-09-15,15
1438,255,2023-09-11,16
1119,202,2023-09-30,11
1334,297,2023-09-21,15
1283,223,2023-09-01,14
1058,237,2023-09-08,15
1288,290,2023-09-03,16
1274,271,2023-09-08,18
1347,241,2023-09-03,16
1315,240,2023-09-05,14
1350,290,2023-09-06,11
1199,246,2023-09-22,16
1099,218,2023-09-13,18
1318,291,2023-09-14,15
1024,221,2023-09-28,11
1253,293,2023-09-21,16
1125,290,2023-09-23,15
1275,281,2023-09-04,12
1437,232,2023-09-05,20
1362,208,2023-09-02,16
1449,225,2023-09-15,12
1105,291,2023-09-15,12
1159,283,2023-09-29,14
1197,239,2023-09-17,19
1179,240,2023-09-05,16
1497,253,2023-09-12,14
1463,288,2023-09-03,16
1270,248,2023-09-07,14
1178,238,2023-09-09,19
1327,228,2023-09-23,15
1321,263,2023-09-17,14
1432,206,2023-09-29,11
1344,203,2023-09-09,16
1488,202,2023-09-08,11
1334,239,2023-09-18,15
1312,225,2023-09-16,20
1092,278,2023-09-06,15
1156,278,2023-09-19,18
1238,202,2023-09-13,13
1399,242,2023-09-21,16
1218,267,2023-09-24,18
1244,250,2023-09-20,14
1389,223,2023-09-22,14
1111,272,2023-09-30,17
1288,252,2023-09-08,11
1079,282,2023-09-09,16
1401,205,2023-09-04,14
1195,224,2023-09-02,19
1053,292,2023-09-22,12
1163,283,2023-09-27,11
1127,250,2023-10-05,18
1251,238,2023-10-11,14
1393,209,2023-10-21,11
1473,242,2023-10-05,11
1267,216,2023-10-02,18
1426,201,2023-10-13,20
1161,217,2023-10-10,19
1201,295,2023-10-30,20
1464,268,2023-10-23,19
1452,224,2023-10-12,12
1300,220,2023-10-29,17
1120,239,2023-10-01,14
1194,282,2023-10-16,17
1104,274,2023-10-15,17
1368,257,2023-10-19,13
1454,275,2023-10-12,14
1395,241,2023-10-16,19
1099,248,2023-10-13,11
1181,240,2023-10-15,14
1494,285,2023-10-16,20
1180,218,2023-10-01,14
1072,280,2023-10-11,11
1194,228,2023-10-23,14
1215,277,2023-10-27,11
1083,279,2023-10-04,19
1247,295,2023-10-26,14
1101,230,2023-10-25,18
1169,280,2023-10-31,12
1162,233,2023-10-31,19
1013,237,2023-10-03,18
1054,217,2023-10-13,17
1345,210,2023-10-14,18
1214,272,2023-10-21,16
1493,234,2023-10-03,15
1336,223,2023-10-31,13
1477,299,2023-10-17,18
1249,213,2023-10-22,17
1207,229,2023-10-16,15
1099,212,2023-10-21,19
1464,210,2023-10-30,11
1048,294,2023-10-08,16
1127,226,2023-10-14,14
1178,203,2023-10-01,15
1419,277,2023-10-04,11
1149,276,2023-10-17,18
1105,296,2023-10-04,13
1453,242,2023-10-19,20
1274,229,2023-10-16,17
1469,254,2023-10-24,16
1225,210,2023-10-21,14
1423,222,2023-10-22,11
1265,216,2023-10-15,16
1321,240,2023-10-10,20
1426,284,2023-10-21,16
1437,259,2023-10-07,20
1460,249,2023-10-18,19
1395,271,2023-10-07,19
1081,274,2023-10-06,12
1192,242,2023-10-04,12
1035,237,2023-10-02,12
1076,215,2023-10-21,20
1207,202,2023-10-08,15
1447,224,2023-10-07,14
1293,277,2023-10-09,20
1202,217,2023-10-04,13
1314,267,2023-10-12,16
1183,213,2023-10-11,19
1412,224,2023-10-26,12
1127,205,2023-10-18,11
1394,273,2023-10-16,18
1184,254,2023-10-11,12
1465,208,2023-10-30,19
1341,229,2023-10-03,11
1469,246,2023-10-28,15
1316,200,2023-10-15,13
1422,212,2023-10-20,18
1235,249,2023-10-17,14
1460,223,2023-10-20,18
1049,286,2023-10-28,15
1333,245,2023-10-12,12
1071,235,2023-10-29,20
1039,261,2023-10-29,15
1030,258,2023-10-30,16
1479,289,2023-10-07,13
1488,235,2023-10-17,16
1477,218,2023-10-06,12
1191,256,2023-10-17,20
1467,269,2023-10-09,14
1461,206,2023-10-14,11
1423,231,2023-10-02,15
1490,247,2023-10-14,20
1485,283,2023-10-14,12
1152,243,2023-10-09,11
1031,255,2023-10-07,20
1027,258,2023-11-26,14
1371,218,2023-11-02,14
1348,211,2023-11-03,11
1160,200,2023-11-28,17
1362,209,2023-11-13,12
1373,207,2023-11-29,16
1283,245,2023-11-06,20
1325,284,2023-11-23,13
1025,217,2023-11-20,11
1178,290,2023-11-23,11
1002,222,2023-11-18,20
1262,209,2023-11-12,20
1041,249,2023-11-06,18
1418,272,2023-11-16,11
1208,259,2023-11-24,16
1458,299,2023-11-15,11
1440,279,2023-11-30,11
1083,207,2023-11-18,20
1039,285,2023-11-25,12
1232,260,2023-11-05,15
1393,285,2023-11-25,12
1407,251,2023-11-04,16
1487,289,2023-11-20,16
1488,245,2023-11-11,11
1035,229,2023-11-15,20
1074,262,2023-11-13,15
1172,281,2023-11-28,19
1158,285,2023-11-08,20
1222,216,2023-11-12,20
1001,220,2023-11-19,12
1008,229,2023-11-27,13
1273,257,2023-11-11,12
1097,234,2023-11-19,12
1145,201,2023-11-04,14
1055,206,2023-11-28,20
1084,214,2023-11-07,17
1361,247,2023-11-23,14
1258,268,2023-11-24,13
1411,269,2023-11-18,15
1162,233,2023-11-30,20
1251,206,2023-11-01,12
1154,268,2023-11-25,12
1273,215,2023-11-26,20
1038,229,2023-11-16,19
1339,280,2023-11-02,20
1285,229,2023-11-02,16
1165,287,2023-11-29,19
1001,285,2023-11-04,14
1452,202,2023-11-18,16
1475,282,2023-11-13,11
1092,278,2023-11-14,16
1091,250,2023-11-04,12
1067,268,2023-11-19,15
1498,207,2023-11-27,15
1136,290,2023-11-22,19
